	text	user	len	ID	Date	Source	Like	RTs	Geo
245	RT @ZDFheute: Es wird immer deutlicher, dass auch viele jüngere Menschen schwer an an Corona erkranken. Die @WHO warnt eindringlich und ruf…	Ilargi Zuri	140	1241508769055506435	2020-03-21 23:35:31	Twitter Web App	0	919	
246	"RT @zeitonline: #Italien lässt sämtliche ""nicht lebensnotwendigen"" Unternehme und Fabriken schließen. Unser Newsblog  #CoronavirusDeutschla…"	timo	140	1241508766547410945	2020-03-21 23:35:30	Twitter for Android	0	25	
247	RT @ZDFheute: Es wird immer deutlicher, dass auch viele jüngere Menschen schwer an an Corona erkranken. Die @WHO warnt eindringlich und ruf…	Frau Mira🦋🏡	140	1241508747660451841	2020-03-21 23:35:26	Twitter for Android	0	919	
248	RT @Mau_Ri_83: #ItalienNews. Alles weist darauf hin, dass es einen Zusammenhang gibt zwischen Grad der #Industrialisierung und #COVID19-Ver…	οχι σε ολα	140	1241508734507069440	2020-03-21 23:35:23	Twitter Web App	0	129	
249	RT @Nordkurier: Wird es bald auch in #MV ernst mit den #Ausgangssperren? Erste Hinweise lassen darauf schließen, dass diese Maßnahme gegen…	Theresia Liebs	139	1241508724906262533	2020-03-21 23:35:20	Twitter Web App	0	3	
250	RT @MDRAktuell: Intensivmediziner klagen über massiven Preisanstieg bei wichtigen Medikamenten. Deutsche Gesellschaft für Anästhesiologie u…	marmeladegerät	140	1241508707751677957	2020-03-21 23:35:16	Twitter for Android	0	206	
251	"RT @Fan_Tas_Tisch: Wer glaubt, die aktuellen Maßnahmen wären überzogen, möge 10 Min Harald Lesch zuhören. 

Danach sollte es wirklich JEDER…"	Christian W.	140	1241508702156230661	2020-03-21 23:35:15	Twitter for iPhone	0	54	
252	RT @Andrerseits: Mit dem Projekt https://t.co/5vDKzejF9Q kannst du dein Lieblingskino während dieser schwierigen Lage unterstützen. Vor all…	Adrian	140	1241508698910064645	2020-03-21 23:35:14	Twitter Web App	0	348	
253	"RT @Amanoman1: Wir Pflegekräfte brauchen keine Klatscherei. Wir wollen auch keine Merci Schokolade &amp; warme Worte!
Wir brauchen 4000€ brutto…"	Zornduebel	144	1241508683353329664	2020-03-21 23:35:10	Twitter for Android	0	3378	
254	RT @R34lB0rg: Oida, jetzt visualisiert das @bmsgpk die #CoViD19 Fälle pro Fläche und macht #Wien damit zur Seuchenhauptstadt. Ich vermute @…	Franz Zapflhuber	140	1241508627468431360	2020-03-21 23:34:57	Twitter for iPad	0	1	
255	RT @watch_union: Wie sagt die #FDP immer? Der Markt regelt das? Positive Seite von #coronavirus #covid19: Die Absurdität dieser Position wi…	Maurice Schreiner	140	1241508610431234048	2020-03-21 23:34:53	Twitter Web App	0	34	
256	"RT @zeitonline: #Italien lässt sämtliche ""nicht lebensnotwendigen"" Unternehme und Fabriken schließen. Unser Newsblog  #CoronavirusDeutschla…"	Alvarez	140	1241508509084200961	2020-03-21 23:34:29	Twitter for iPhone	0	25	
257	RT @Andrerseits: Mit dem Projekt https://t.co/5vDKzejF9Q kannst du dein Lieblingskino während dieser schwierigen Lage unterstützen. Vor all…	Dendomino	140	1241508493934419969	2020-03-21 23:34:25	Twitter for Android	0	348	
258	RT @tagesschau: Laut Gesundheitsministerium gibt es nur zwei Fälle, in denen das Tragen einer Schutzmaske sinnvoll ist. #Coronavirus #COVID…	c Camier	140	1241508452557602817	2020-03-21 23:34:15	Twitter for Android	0	2326	
259	Accounts von 🚒🚑🚓, Aerzte, Pfleger, Private User, Gewerkschaften ua zeigen im Netz so e tollen Einsatz fuer Sicherhe… https://t.co/q3ZWrcTiGk	SG Respekt 🏘️🚓🚒🚑	140	1241508445884420097	2020-03-21 23:34:14	Twitter Web Client	0	0	
260	"RT @dunjahayali: weil es wohl leider wichtig ist... corona und seine vielfältigen auswirkungen 😞
#keinegewalt #hilfe #hilfsangebote #solida…"	Geronimo	140	1241508444290629643	2020-03-21 23:34:13	Twitter for iPhone	0	301	
261	RT @DagmarFreitag13: Viele Bürgerinnen und Bürger, oftmals mit existenziellen Sorgen, melden sich per Mail oder über die sozialen Medien. M…	Stefan Streng	140	1241508428121595904	2020-03-21 23:34:10	Twitter for iPhone	0	2	
262	RT @SoliStattHmstr: Unser Solitelefon geht endlich online! Seid ihr hilfesuchend oder wollt eure Hilfe anbieten? Meldet euch unter +4915257…	Christy Johnson	140	1241508347393826824	2020-03-21 23:33:50	Twitter Web App	0	22	
263	RT @MDRAktuell: Russland schickt Italien medizinische und personelle Hilfe. Der Kreml stellt nach eigenen Angaben auf Bitten Italiens Schut…	Татьяна Комарова	140	1241508327160414215	2020-03-21 23:33:45	Twitter Web App	0	222	
264	"RT @PolizeiBerlin_E: Über 100 Erwachsene und Kinder trafen sich heute Nachmittag im Strandbad #Müggelsee.
Mit dieser Schnapsidee sind die V…"	TommyScaletta	140	1241508323926646786	2020-03-21 23:33:45	Twitter for Android	0	1357	
265	RT @ZDFheute: Es wird immer deutlicher, dass auch viele jüngere Menschen schwer an an Corona erkranken. Die @WHO warnt eindringlich und ruf…	emptus	140	1241508321531777024	2020-03-21 23:33:44	Twitter for Android	0	919	
266	RT @MDRAktuell: Russland schickt Italien medizinische und personelle Hilfe. Der Kreml stellt nach eigenen Angaben auf Bitten Italiens Schut…	Oberlausitzer, Dresdner, Sachse, Deutscher, Weißer	140	1241508320676020234	2020-03-21 23:33:44	Twitter Web App	0	222	
267	RT @Stadt_Wien: Auch wenn es schwer fällt: Ihr müsst jetzt auch einmal ein bisserl brav sein! So eine Eilmeldung des kaiserlichen Hofes mit…	Ruffy004	140	1241508316632592384	2020-03-21 23:33:43	Twitter for Android	0	665	
268	"RT @PolizeiBerlin_E: Über 100 Erwachsene und Kinder trafen sich heute Nachmittag im Strandbad #Müggelsee.
Mit dieser Schnapsidee sind die V…"	skate.dj	140	1241508309657686017	2020-03-21 23:33:41	Twitter for iPhone	0	1357	
269	"RT @zeitonline: #Italien lässt sämtliche ""nicht lebensnotwendigen"" Unternehme und Fabriken schließen. Unser Newsblog  #CoronavirusDeutschla…"	Emre	140	1241508308034490368	2020-03-21 23:33:41	Twitter for Android	0	25	
270	RT @MDRAktuell: Russland schickt Italien medizinische und personelle Hilfe. Der Kreml stellt nach eigenen Angaben auf Bitten Italiens Schut…	𝕲𝖊𝖓𝖊𝖗𝖆𝖑𝖎𝖘𝖘𝖎𝖒𝖚𝖘 𝕿𝖆𝖓𝖟	140	1241508241215049730	2020-03-21 23:33:25	Twitter Web App	0	222	
271	RT @Eckleben: Der in #Europa und #Deutschland meistgehaßte #US-Präsident #Trump schafft über Nacht  landesweit die #Lohnfortzahlung im Kran…	Thomas Puffyka81	140	1241508231547142145	2020-03-21 23:33:23	Twitter for Android	0	187	
272	"RT @PhiKuro: ""Deutschland ist gut vorbereitet!""
So wurde am Anfang der #Covid19-Krise gesagt.
Viele halten das heute für das Pfeifen im Wal…"	kernelpanic	140	1241508220243410947	2020-03-21 23:33:20	Twitter Web App	0	21	
273	RT @lipsandskin: Dass wir den Italienern in Ihrer Not nicht helfen können, weil wir selbst am letzten Loch pfeifen, ist die eigentliche Sch…	Stephen Schneider	140	1241508200123437057	2020-03-21 23:33:15	Twitter for Android	0	73	
274	"RT @zeitonline_wis: #Italien schließt die gesamte ""nicht lebensnotwendige"" Produktion im Land. Apotheken und Supermärkte bleiben ausgeschlo…"	Franz Zapflhuber	140	1241508187397816320	2020-03-21 23:33:12	Twitter for iPad	0	1	
275	"RT @PolizeiBerlin_E: Über 100 Erwachsene und Kinder trafen sich heute Nachmittag im Strandbad #Müggelsee.
Mit dieser Schnapsidee sind die V…"	Silver	140	1241508130338603010	2020-03-21 23:32:59	Twitter for iPhone	0	1357	
276	RT @worldofdennis: Wem jetzt schon langweilig ist in seiner Quarantäne, kann sich die Zeit gerne mit meinem OnlyFans-Account vertreiben. 🤓…	Dennis	139	1241508073312849921	2020-03-21 23:32:45	Twitter for Android	0	1	
277	RT @MDRAktuell: Russland schickt Italien medizinische und personelle Hilfe. Der Kreml stellt nach eigenen Angaben auf Bitten Italiens Schut…	Tanya Eckardt*	140	1241508033676615689	2020-03-21 23:32:35	Twitter for iPad	0	222	
278	"RT @UKKoeln: „BLIEV MIT DINGER FOTT ZEHUS!“ - Wir bleiben für Euch hier. Bleibt Ihr bitte für uns daheim!
#Uniklinik #Köln
#inKöllezeHus #C…"	Heppy2010 🇩🇪🇱🇹🇪🇺	140	1241507940584087554	2020-03-21 23:32:13	Twitter for Android	0	346	
279	"RT @MDRAktuell: Ärzte des ""Nierenzentrums"" im Ilm-Kreis bitten die Bevölkerung um Hilfe. Ihnen fehlen Schutzmasken der Kategorien FFP2 und…"	Olivius	139	1241507888616615941	2020-03-21 23:32:01	Twitter for Android	0	275	
280	RT @maternus: Ich finde ja, Robert Habecks ökonomische Expertise in #covid19-Zeiten sollte im Lande so weit wie möglich verbreitet werden.…	Rettung der Volkspartei CDU	139	1241507832199090176	2020-03-21 23:31:47	Twitter for Android	0	245	
281	RT @ZlatkoPercinic: Diesen Thread aus #Italien sollte jeder lesen... #COVID19 #Coronakrise https://t.co/V9O8ptALlv	EU-Grenzschützer sind Mörder	114	1241507819267989507	2020-03-21 23:31:44	TweetDeck	0	8	
282	RT @IngoSalmen: Die gute Nachricht: Die Zahl der stationären  #COVID19-Patienten in #Berlin ist gesunken. Alle registrierten #Coronavirus-F…	Alex K	140	1241507794907533312	2020-03-21 23:31:39	Twitter for Android	0	29	
283	"RT @PolizeiBerlin_E: #Infotweet
Wenn sich Personen verbotenerweise in einer kleinen #wedding​er Kneipe aufhalten, nicht auf unsere Kolleg.…"	Joschika	139	1241507766335868928	2020-03-21 23:31:32	Twitter for Android	0	176	
284	RT @Tagesspiegel: Für #Obdachlose ist der Ausbruch von #Covid19 ein riesiges Problem. #London stellt 300 Hotelzimmer zur Verfügung, um das…	Moritz zu Hause Bleiben Müller 🇪🇺	139	1241507756949082114	2020-03-21 23:31:30	Twitter for Android	0	46	
285	"RT @zeitonline: #Italien lässt sämtliche ""nicht lebensnotwendigen"" Unternehme und Fabriken schließen. Unser Newsblog  #CoronavirusDeutschla…"	Mimi Briest	140	1241507754629632001	2020-03-21 23:31:29	Twitter for iPhone	0	25	
286	RT @ZDFheute: Es wird immer deutlicher, dass auch viele jüngere Menschen schwer an an Corona erkranken. Die @WHO warnt eindringlich und ruf…	NK	140	1241507730671706112	2020-03-21 23:31:23	Twitter for iPhone	0	919	
287	RT @Stadt_Wien: Auch wenn es schwer fällt: Ihr müsst jetzt auch einmal ein bisserl brav sein! So eine Eilmeldung des kaiserlichen Hofes mit…	Christian Hein	140	1241507628892803073	2020-03-21 23:30:59	Twitter for Android	0	665	
288	RT @PiratenKoblenz: #Koblenz bringt´s ...https://t.co/qLR30Y7o7V #Lieferdienst und Abholstationen des Kobenzer Einzelhandels #Covid19 #Coro…	fangirl	140	1241507620353183750	2020-03-21 23:30:57	Twitter for Android	0	3	
289	"RT @SEENOTRETTUNG: #CORONAVIRUS
#Moria ist #COVID19 hilflos ausgeliefert! #savethem 
Quelle: https://t.co/Kdlsnx1wwo https://t.co/GPVupHF5d2"	Kai Pi Rinha©	140	1241507606272843779	2020-03-21 23:30:54	Twitter Web App	0	49	
290	"RT @zeitonline: #Italien lässt sämtliche ""nicht lebensnotwendigen"" Unternehme und Fabriken schließen. Unser Newsblog  #CoronavirusDeutschla…"	himynameismarco	140	1241507605262012416	2020-03-21 23:30:53	Twitter for iPhone	0	25	
291	RT @ZDFheute: Es wird immer deutlicher, dass auch viele jüngere Menschen schwer an an Corona erkranken. Die @WHO warnt eindringlich und ruf…	@damianbustamant	140	1241507593354346496	2020-03-21 23:30:51	Twitter for Android	0	919	
292	"RT @PolizeiBerlin_E: Über 100 Erwachsene und Kinder trafen sich heute Nachmittag im Strandbad #Müggelsee.
Mit dieser Schnapsidee sind die V…"	Gabi W.Ⓥ	140	1241507587549528065	2020-03-21 23:30:49	Twitter for Android	0	1357	
293	RT @maternus: Ich finde ja, Robert Habecks ökonomische Expertise in #covid19-Zeiten sollte im Lande so weit wie möglich verbreitet werden.…	jj	139	1241507564879261707	2020-03-21 23:30:44	Twitter for Android	0	245	
294	"RT @zeitonline: #Italien lässt sämtliche ""nicht lebensnotwendigen"" Unternehme und Fabriken schließen. Unser Newsblog  #CoronavirusDeutschla…"	Kai Pi Rinha©	140	1241507548538249223	2020-03-21 23:30:40	Twitter Web App	0	25	
295	"RT @PolizeiBerlin_E: Über 100 Erwachsene und Kinder trafen sich heute Nachmittag im Strandbad #Müggelsee.
Mit dieser Schnapsidee sind die V…"	KugelKreuz aka KugelBacke	140	1241507535397556225	2020-03-21 23:30:37	Twitter for Android	0	1357	
296	"#covid19 #corona #virus #kindgerecht erklärt! danke Professor Schlaubi!
https://t.co/Zeqnbu12Rx"	Sven Käs	95	1241507519102664704	2020-03-21 23:30:33	Twitter for Android	0	0	
297	"RT @PolizeiBerlin_E: Über 100 Erwachsene und Kinder trafen sich heute Nachmittag im Strandbad #Müggelsee.
Mit dieser Schnapsidee sind die V…"	haekelfreak (🏡)	140	1241507462148173824	2020-03-21 23:30:19	Twitter for Android	0	1357	
298	RT @Stadt_Wien: Auch wenn es schwer fällt: Ihr müsst jetzt auch einmal ein bisserl brav sein! So eine Eilmeldung des kaiserlichen Hofes mit…	Stefan 😷 Soher	140	1241507381873389575	2020-03-21 23:30:00	TweetDeck	0	665	
299	RT @AndreasWeck: Unser @t3n-Guide zum Umzug ins #Homeoffice hat so viel Support erhalten - selbst die ÖR haben ihn im TV und Radio empfohle…	Dominik Pesch	140	1241507348277059584	2020-03-21 23:29:52	Tweetbot for iΟS	0	71	
300	"RT @UniklinikAachen: „Wir bleiben für euch hier! #staystrong!
Bleibt ihr daheim! #stayathome!“
Grüße auch von unseren Intensivstationen IM1…"	alvaro rodríguez	140	1241507311631257601	2020-03-21 23:29:43	Twitter for Android	0	19	
301	"RT @dunjahayali: weil es wohl leider wichtig ist... corona und seine vielfältigen auswirkungen 😞
#keinegewalt #hilfe #hilfsangebote #solida…"	monerlS-bunte-welt 🏡	140	1241507300436856842	2020-03-21 23:29:41	Twitter for iPhone	0	301	
302	Für alle, die denken, nach #Ostern ist #Coronavirus #COVID19 kein Thema mehr: https://t.co/5ZFpymDjLj	Andy Philipp	101	1241507273941319688	2020-03-21 23:29:34	TweetCaster for Android	0	0	
303	"RT @PolizeiBerlin_E: #Infotweet
Wenn sich Personen verbotenerweise in einer kleinen #wedding​er Kneipe aufhalten, nicht auf unsere Kolleg.…"	Lennart B	139	1241507254798598146	2020-03-21 23:29:30	Twitter for Android	0	176	
304	"RT @zeitonline: #Italien lässt sämtliche ""nicht lebensnotwendigen"" Unternehme und Fabriken schließen. Unser Newsblog  #CoronavirusDeutschla…"	Ramforce	140	1241507242756759556	2020-03-21 23:29:27	Twitter Web App	0	25	
305	RT @MDRAktuell: Intensivmediziner klagen über massiven Preisanstieg bei wichtigen Medikamenten. Deutsche Gesellschaft für Anästhesiologie u…	cpt.ibiza	140	1241507181679304709	2020-03-21 23:29:12	Twitter Web App	0	206	
306	"RT @AndreeDarphin: Neue Hoffnung im Kampf gegen #Covid19 ....

Corona-Virus: Novartis stellt 130 Millionen Dosen von möglichem Wirkstoff be…"	Matthias Meier	140	1241507145243385856	2020-03-21 23:29:04	Twitter for iPhone	0	2	
307	@matstrolz könnte demnächst soweit sein ... ob aucv in AT ist 🤔🤔🤔 #COVID19    https://t.co/rnpjqU9oz5	Andreas Tolloschek	101	1241507097138921472	2020-03-21 23:28:52	Twitter for Android	0	0	
308	RT @PiratenKoblenz: #Koblenz bringt´s ...https://t.co/qLR30Y7o7V #Lieferdienst und Abholstationen des Kobenzer Einzelhandels #Covid19 #Coro…	Lucien Train	140	1241507087575920640	2020-03-21 23:28:50	Twitter for Android	0	3	
309	RT @Tagesspiegel: In den USA ist ein #Coronavirus-Schnelltest zugelassen worden. Er liefert in 45 Minuten ein Ergebnis. Unser Liveblog zu #…	Katia Stauch	140	1241507062804332544	2020-03-21 23:28:44	Twitter for Android	0	31	
310	"RT @zeitonline: #Italien lässt sämtliche ""nicht lebensnotwendigen"" Unternehme und Fabriken schließen. Unser Newsblog  #CoronavirusDeutschla…"	loony	140	1241507036300443649	2020-03-21 23:28:38	Twitter Web App	0	25	
311	RT @HenningMarianna: Es ist eine Schande! Ausgerechnet die sozialen Dienste (#Paritätische) die zur Zeit ebenfalls wichtige Arbeit in der #…	Joerg Enderlein	140	1241507019552690179	2020-03-21 23:28:34	Twitter for iPhone	0	4	
312	"RT @ChrisPallasch: Alte und kranke Menschen sind also kein Bestandteil einer ""offenen und bunten Gesellschaft"".

Nun, kann man so sehen, mu…"	ダニィ東京 🇯🇵🇪🇺	140	1241507007753908224	2020-03-21 23:28:31	Twitter for Android	0	241	
313	RT @bpol_air_fra: Wir würden es natürlich etwas angemessener formulieren, aber dieses Fundstück einer Streife im Terminal 1 am #Flughafen #…	Studio Braunschweig	140	1241506957506248704	2020-03-21 23:28:19	Twitter for Android	0	184	
314	RT @LoveTuaNonna: Basler Ärztin rechnet vor und spricht Klartext. @andbhold hat transkribiert und untertitelt für Menschen, denen Schweizer…	Rainer Luginbühl ☝	140	1241506957292457985	2020-03-21 23:28:19	Twitter for iPad	0	6	
315	RT @MDRAktuell: Russland schickt Italien medizinische und personelle Hilfe. Der Kreml stellt nach eigenen Angaben auf Bitten Italiens Schut…	Sonja Krebbi	140	1241506929542942721	2020-03-21 23:28:12	Twitter for iPhone	0	222	
316	"RT @zeitonline: #Italien lässt sämtliche ""nicht lebensnotwendigen"" Unternehme und Fabriken schließen. Unser Newsblog  #CoronavirusDeutschla…"	Raymundo Dávalos S.	140	1241506924430077953	2020-03-21 23:28:11	Twitter for Android	0	25	
317	"RT @G_House__MD: Interessant. In Deutschland werden laut RKI keine Post-Mortem Tests auf Coronavirus durchgeführt.
D.h. die Dunkelziffer be…"	MBS K.S.A 🇸🇦	140	1241506921850470401	2020-03-21 23:28:10	Twitter for iPhone	0	515	
318	"RT @BBielendorfer: Ich hab mich gerade bekackt vor lachen.
Wie geil ist das denn? 
Meint Söder das ernst ? 😂😂😂
#corona #covid19 https://t.c…"	Andreas Brandner	140	1241506880012333056	2020-03-21 23:28:00	Twitter for iPhone	0	928	
319	RT @FenzWolfgang: #COVID19 Die Erde hat uns auf‘s Zimmer geschickt damit wir nachdenken was wir angestellt haben. #GlobalisierungNeu #Umwel…	Ekkehard von Weiher	140	1241506833241702405	2020-03-21 23:27:49	Twitter Web App	0	11	
320	"RT @zeitonline: #Italien lässt sämtliche ""nicht lebensnotwendigen"" Unternehme und Fabriken schließen. Unser Newsblog  #CoronavirusDeutschla…"	Bla-Bla-Kot	140	1241506831803002881	2020-03-21 23:27:49	Twitter for Android	0	25	
321	RT @Stadt_Wien: Auch wenn es schwer fällt: Ihr müsst jetzt auch einmal ein bisserl brav sein! So eine Eilmeldung des kaiserlichen Hofes mit…	anna	140	1241506825272508423	2020-03-21 23:27:47	Twitter for iPhone	0	665	
322	RT @ln_redaktion: Auch in #Chile ist das #Coronavirus angekommen: Gesundheitsminister Jaime Mañalich bestätigte heute die erste Tote durch…	Lukas Kapunkt	139	1241506769131585536	2020-03-21 23:27:34	Twitter for Android	0	3	
323	"RT @Amanoman1: Wir Pflegekräfte brauchen keine Klatscherei. Wir wollen auch keine Merci Schokolade &amp; warme Worte!
Wir brauchen 4000€ brutto…"	CDR Berlín	144	1241506737909358593	2020-03-21 23:27:27	Twitter Web App	0	3378	
324	"RT @MDRAktuell: Ärzte des ""Nierenzentrums"" im Ilm-Kreis bitten die Bevölkerung um Hilfe. Ihnen fehlen Schutzmasken der Kategorien FFP2 und…"	BritishIslands 👠	139	1241506705827074056	2020-03-21 23:27:19	Twitter Web App	0	275	
325	RT @ZDFheute: Es wird immer deutlicher, dass auch viele jüngere Menschen schwer an an Corona erkranken. Die @WHO warnt eindringlich und ruf…	fcbayernfan	140	1241506666807537667	2020-03-21 23:27:10	Twitter for iPhone	0	919	
326	"RT @zeitonline: #Italien lässt sämtliche ""nicht lebensnotwendigen"" Unternehme und Fabriken schließen. Unser Newsblog  #CoronavirusDeutschla…"	Felix K. R. 🇪🇺	140	1241506597161111552	2020-03-21 23:26:53	Twitter Web App	0	25	
327	"RT @zeitonline: #Italien lässt sämtliche ""nicht lebensnotwendigen"" Unternehme und Fabriken schließen. Unser Newsblog  #CoronavirusDeutschla…"	@ecakir67	140	1241506586067116032	2020-03-21 23:26:50	Twitter for iPhone	0	25	
328	RT @BMAS_Bund: Mit den erleichterten Regeln für #Kurzarbeitergeld schützen wir Arbeitnehmer*innen während #COVID19 vor Arbeitslosigkeit. Di…	m.	140	1241506581482819586	2020-03-21 23:26:49	Twitter for iPhone	0	113	
329	RT @ZDFheute: Es wird immer deutlicher, dass auch viele jüngere Menschen schwer an an Corona erkranken. Die @WHO warnt eindringlich und ruf…	Özlem	140	1241506558485413888	2020-03-21 23:26:44	Twitter for iPhone	0	919	
330	""" Griswold Quarantine ""
#Griswold #Quarantine #Pandemic #COVID19 #Coronavirus #WHO #CDC https://t.co/mdsL8OCWO6"	JohnnyReeferSeed	111	1241506529796411393	2020-03-21 23:26:37	Twitter for Android	0	0	
331	RT @watch_union: Das Regime Donald #Trump ist wirklich unfassbar widerlich: anstelle dem von #coronavirus #covid19 geplagtem #Iran zu helfe…	Waschlapp3	140	1241506509441417217	2020-03-21 23:26:32	Twitter Web App	0	39	
332	"RT @PolizeiBerlin_E: Über 100 Erwachsene und Kinder trafen sich heute Nachmittag im Strandbad #Müggelsee.
Mit dieser Schnapsidee sind die V…"	damijan cavar	140	1241506465174691843	2020-03-21 23:26:22	Twitter Web App	0	1357	
333	Von laufenden #MandA-Verhandlungen bis Insolvenzrecht: Unternehmen müssen sich mit den rechtlichen Herausforderunge… https://t.co/JwpYJPeiOA	Ute Benzel	140	1241506426712883201	2020-03-21 23:26:12	Smarp.	1	0	
334	RT @ZDFheute: Es wird immer deutlicher, dass auch viele jüngere Menschen schwer an an Corona erkranken. Die @WHO warnt eindringlich und ruf…	Sarah - #buecherhamstern 🐹	140	1241506408073396225	2020-03-21 23:26:08	Twitter for Android	0	919	
335	RT @Peter_Schaar: Im @leopoldina-Papier wird auch das Hochfahren der Testkapazitäten auf #COVID19 gefordert - Dagegen ist von verstärkter Ü…	🍫 All (D)ELITE Schoko 😷💻😷	140	1241506404197941249	2020-03-21 23:26:07	Twitter Web App	0	39	
336	"Analyse und Vorhersage Coronavirus Schweiz bis 19.04
Mittelwert: komplette Schweiz 
Median 7.9 MIO Fälle
Szenario (… https://t.co/lKB7vHjuV9"	Bjoern Blomquist	140	1241506377475993604	2020-03-21 23:26:01	Twitter for iPhone	1	0	
337	alle 9 Infizierte werden im Klinikum Sankt Georg behandelt; die 2 kritisch erkrankten Patienten könnten innerhalb d… https://t.co/0dZWZJ0ZlM	COVID-19 Leipzig	140	1241506303467573249	2020-03-21 23:25:43	TwitPane for Android	0	0	
338	"RT @PolizeiBerlin_E: Über 100 Erwachsene und Kinder trafen sich heute Nachmittag im Strandbad #Müggelsee.
Mit dieser Schnapsidee sind die V…"	Sarah	140	1241506260329156615	2020-03-21 23:25:33	Twitter Web App	0	1357	
339	RT @MDRAktuell: Russland schickt Italien medizinische und personelle Hilfe. Der Kreml stellt nach eigenen Angaben auf Bitten Italiens Schut…	Aromeo	140	1241506230281043970	2020-03-21 23:25:26	Twitter for Android	0	222	
340	RT @dw_deutsch: Millenials sollten als Entschädigung für ihre Opfer in der Coronakrise das erhalten, was sie schon die ganze Zeit fordern:…	Ronald Silverio M.D.	139	1241506214191775744	2020-03-21 23:25:22	Twitter for Android	0	2	
341	"RT @zeitonline: #Italien lässt sämtliche ""nicht lebensnotwendigen"" Unternehme und Fabriken schließen. Unser Newsblog  #CoronavirusDeutschla…"	Los Cornetteros	140	1241506168910106624	2020-03-21 23:25:11	TweetDeck	0	25	
342	"RT @zeitonline: #Italien lässt sämtliche ""nicht lebensnotwendigen"" Unternehme und Fabriken schließen. Unser Newsblog  #CoronavirusDeutschla…"	TaylanFB1907	140	1241506147812638721	2020-03-21 23:25:06	Twitter for iPhone	0	25	
343	"RT @zeitonline: #Italien lässt sämtliche ""nicht lebensnotwendigen"" Unternehme und Fabriken schließen. Unser Newsblog  #CoronavirusDeutschla…"	birgit battmer-holz	140	1241506128141398022	2020-03-21 23:25:01	Twitter for iPad	0	25	
344	"RT @zeitonline: #Italien lässt sämtliche ""nicht lebensnotwendigen"" Unternehme und Fabriken schließen. Unser Newsblog  #CoronavirusDeutschla…"	Romina Fucà	140	1241506068372561927	2020-03-21 23:24:47	Twitter for Android	0	25	
345	"Hier gibts solidarische Hilfe in #Stuttgart in Zeiten von #Corona #COVID19 
https://t.co/SSvvq7Atxc"	Peter Gruber	99	1241506059249999877	2020-03-21 23:24:45	Twitter for iPhone	0	0	
346	RT @medwatch_de: In vielen Ländern wird Pseudomedizin als Therapie oder Prophylaxe gegen #COVID19 beworben – auch in Deutschland. So von ei…	Designated use	140	1241506041466171392	2020-03-21 23:24:41	Twitter Web App	0	89	
347	"RT @zeitonline: #Italien lässt sämtliche ""nicht lebensnotwendigen"" Unternehme und Fabriken schließen. Unser Newsblog  #CoronavirusDeutschla…"	OutoftownUSA 60 yoa Eclectic!!!!!!!	140	1241506031701721088	2020-03-21 23:24:38	Twitter Web App	0	25	
348	"RT @zeitonline: #Italien lässt sämtliche ""nicht lebensnotwendigen"" Unternehme und Fabriken schließen. Unser Newsblog  #CoronavirusDeutschla…"	Blancr	140	1241506024273653762	2020-03-21 23:24:36	Twitter Web App	0	25	
349	RT @MDRAktuell: Russland schickt Italien medizinische und personelle Hilfe. Der Kreml stellt nach eigenen Angaben auf Bitten Italiens Schut…	Krisenfall Deutschland	140	1241506020305842178	2020-03-21 23:24:35	Twitter for iPhone	0	222	
350	RT @sarah81m: Die Arbeiterinnen einer Fabrik von Medizinbedarf in #Kairouan, #Tunesien begeben sich freiwillig innerhalb der Produktionsstä…	Arne Thomsen	140	1241505999955075081	2020-03-21 23:24:31	Twitter Web App	0	3	
351	RT @seawatchcrew: Wie nennt man das, wenn 100.000 Deutsche mit allen Mitteln nachhause gebracht werden, während 42.000 andere Menschen, in…	Knut Neubeck	139	1241505998961102854	2020-03-21 23:24:30	Twitter for Android	0	168	
352	RT @Stadt_Wien: Auch wenn es schwer fällt: Ihr müsst jetzt auch einmal ein bisserl brav sein! So eine Eilmeldung des kaiserlichen Hofes mit…	Marc Brabant	140	1241505967981936648	2020-03-21 23:24:23	Twitter for iPhone	0	665	
353	"RT @PolizeiBerlin_E: Über 100 Erwachsene und Kinder trafen sich heute Nachmittag im Strandbad #Müggelsee.
Mit dieser Schnapsidee sind die V…"	loriii✌️	140	1241505964404158465	2020-03-21 23:24:22	Twitter for Android	0	1357	
354	RT @maternus: Ich finde ja, Robert Habecks ökonomische Expertise in #covid19-Zeiten sollte im Lande so weit wie möglich verbreitet werden.…	sbf-muc	139	1241505957697458176	2020-03-21 23:24:21	Twitter for iPad	0	245	
355	RT @sebastiankurz: Meine große Bitte heute ist: Halten Sie durch! Wir dürfen nicht nachlassen &amp; müssen die Maßnahmen, die wir gesetzt haben…	Daniela Coli	144	1241505938139463684	2020-03-21 23:24:16	Twitter Web App	0	315	
356	RT @UniklinikAachen: 🦷 „Wir beißen HIER für euch die ZÄHNE zusammen! Bleibt ihr für uns ZUHAUSE!“, bittet auch das Team unserer Klinik für…	alvaro rodríguez	139	1241505935052464131	2020-03-21 23:24:15	Twitter for Android	0	14	
