	text	user	len	ID	Date	Source	Like	RTs	Geo
498	RT @IngoSalmen: Die gute Nachricht: Die Zahl der stationären  #COVID19-Patienten in #Berlin ist gesunken. Alle registrierten #Coronavirus-F…	Die Mim	140	1241502508738121728	2020-03-21 23:10:38	Twitter for Android	0	29	
499	RT @tazgezwitscher: Beratungsstellen rechnen infolge der #CoronaKrise mit mehr häuslicher und sexualisierter #Gewalt. Das könnte Frauen auc…	Birgit Scheerenberge	140	1241502498449391621	2020-03-21 23:10:36	Twitter Web App	0	35	
500	RT @maternus: Ich finde ja, Robert Habecks ökonomische Expertise in #covid19-Zeiten sollte im Lande so weit wie möglich verbreitet werden.…	wolke123	139	1241502473648508933	2020-03-21 23:10:30	Twitter for iPhone	0	245	
501	"RT @PolizeiBerlin_E: Über 100 Erwachsene und Kinder trafen sich heute Nachmittag im Strandbad #Müggelsee.
Mit dieser Schnapsidee sind die V…"	Stay Home - Wash hands	140	1241502469504499712	2020-03-21 23:10:29	Twitter for Android	0	1357	
502	"RT @PolizeiBerlin_E: Über 100 Erwachsene und Kinder trafen sich heute Nachmittag im Strandbad #Müggelsee.
Mit dieser Schnapsidee sind die V…"	Angel Shinta	140	1241502449946497030	2020-03-21 23:10:24	Twitter Web App	0	1357	
503	"Die aktuellen Zahlen zu #COVID19.
#covid_19DE https://t.co/m3YAB20tHo"	Sven Gramatke	69	1241502435337740289	2020-03-21 23:10:21	Twitter Web App	2	0	
504	RT @Tagesspiegel: In den USA ist ein #Coronavirus-Schnelltest zugelassen worden. Er liefert in 45 Minuten ein Ergebnis. Unser Liveblog zu #…	Matjesfilet	140	1241502401179369472	2020-03-21 23:10:13	Twitter Web App	0	31	
505	"RT @StilettoSklave: Der #Coronavirus macht viele Dinge schwieriger. 
Aber einige auch einfacher ...
#SocialDistancing #WoIstWalter #COVID19…"	Lady Mystery♍️ https://onlyfans.com/ladymystery666	140	1241502392325214211	2020-03-21 23:10:10	Twitter Web App	0	0	
506	"RT @SEENOTRETTUNG: #CORONAVIRUS
#Moria ist #COVID19 hilflos ausgeliefert! #savethem 
Quelle: https://t.co/Kdlsnx1wwo https://t.co/GPVupHF5d2"	peng! 💥🌈	140	1241502388969771009	2020-03-21 23:10:10	Twitter for iPhone	0	49	
507	RT @maternus: Ich finde ja, Robert Habecks ökonomische Expertise in #covid19-Zeiten sollte im Lande so weit wie möglich verbreitet werden.…	roman511	139	1241502333315538945	2020-03-21 23:09:56	Twitter for Android	0	245	
508	RT @ZDFheute: Es wird immer deutlicher, dass auch viele jüngere Menschen schwer an an Corona erkranken. Die @WHO warnt eindringlich und ruf…	Angie Buitrago	140	1241502315636457474	2020-03-21 23:09:52	Twitter for iPhone	0	919	
509	RT @IngoSalmen: Die gute Nachricht: Die Zahl der stationären  #COVID19-Patienten in #Berlin ist gesunken. Alle registrierten #Coronavirus-F…	Pinker Labradudel for Gänsegurgel #GGUltras	140	1241502223026327554	2020-03-21 23:09:30	Twitter Web App	0	29	
510	RT @ZDFheute: Es wird immer deutlicher, dass auch viele jüngere Menschen schwer an an Corona erkranken. Die @WHO warnt eindringlich und ruf…	Falda	140	1241502074967330817	2020-03-21 23:08:55	Twitter for iPad	0	919	
511	"RT @meinbge: Schon über 300.000 Unterzeichner*innen! Nächstes Ziel 500.000!

#Selbstständige und Modedesignerin Tonia Merz fordert in ihrer…"	tageschance123	140	1241502056722161666	2020-03-21 23:08:50	Twitter for iPhone	0	53	
512	"RT @dunjahayali: „Hunde gehen immer“, sagt man. 

Vielleicht kommt es so ja auch beim letzten Beratungsresistent an....  

🤗 1000 Dank an a…"	Skrudo_TV	140	1241501988761874432	2020-03-21 23:08:34	Twitter for Android	0	701	
513	RT @ZDFheute: Es wird immer deutlicher, dass auch viele jüngere Menschen schwer an an Corona erkranken. Die @WHO warnt eindringlich und ruf…	That boi (Saku)	140	1241501969333829632	2020-03-21 23:08:30	Twitter for Android	0	919	
514	"RT @Fuzifuland: 3h Nachts. Was gibts Neues?

Schutzkleidung ist weltweit rar. 
Zuerst Masken - jetzt aber auch Handschuhe. Der normale Eige…"	timo	140	1241501885581922305	2020-03-21 23:08:10	Twitter for Android	0	34	
515	"RT @claudia_kade: Auf den Intensivstationen landen immer öfter junge Coronapatienten, manche um die 20

""Wir sehen das ganze Altersspektrum…"	Toyota Corona 2000 Station Wagon	140	1241501843127222281	2020-03-21 23:08:00	Twitter for Android	0	343	
516	"RT @jenshealthde: Emmanuel Macron: ""Wir sind im Krieg.""

Boris Johnson: ""Wir sind in einen Krieg gegen diese Krankheit verwickelt.""

Donald…"	Andy mit dem Handy	140	1241501808830316544	2020-03-21 23:07:51	Twitter for iPhone	0	3051	
517	"RT @PolizeiBerlin_E: Über 100 Erwachsene und Kinder trafen sich heute Nachmittag im Strandbad #Müggelsee.
Mit dieser Schnapsidee sind die V…"	Boris Radke 🇪🇺	140	1241501806154387456	2020-03-21 23:07:51	Twitter for iPhone	0	1357	
518	RT @Tagesspiegel: In den USA ist ein #Coronavirus-Schnelltest zugelassen worden. Er liefert in 45 Minuten ein Ergebnis. Unser Liveblog zu #…	Nikola John	140	1241501792678051841	2020-03-21 23:07:48	Twitter for iPhone	0	31	
519	RT @HAMBURGonline: #Coronavirus Eure Twitter Meinung ist gefragt. Leider erkennen viele nicht, wie gefährlich das #COVID19 und deren Anstec…	T.Schrammen	140	1241501756305158146	2020-03-21 23:07:39	Twitter Web App	0	52	
520	"Führt die Angst vor Ansteckungen zum wirtschaftlichen Selbstmord?

Es gibt Virologen die der Ansicht sind, dass wir… https://t.co/dF1th7SrCP"	Martin Hartmann 🇨🇭	140	1241501720146051073	2020-03-21 23:07:30	Twitter Web App	0	0	
521	RT @andbhold: Ärztin in Basel spricht Klartext zur Gefahr für alle, die uns droht, wenn die #COVID19 Infektionen nicht schon vorgestern dra…	Prolephet	140	1241501703737925636	2020-03-21 23:07:26	Twitter for iPhone	0	51	
522	"RT @MDRAktuell: Ärzte des ""Nierenzentrums"" im Ilm-Kreis bitten die Bevölkerung um Hilfe. Ihnen fehlen Schutzmasken der Kategorien FFP2 und…"	Kirk Maynard Seagull	139	1241501691532513287	2020-03-21 23:07:23	Twitter for iPhone	0	275	
523	Nach #Corona #Covid19 liegt die gesamte Welt wirtschaftlich in Trümmern - außer China, das zur neuen Weltmacht wird… https://t.co/VvBOr63vSn	Franklin Jones 🇮🇱 🇺🇸 🇩🇪	140	1241501691402424323	2020-03-21 23:07:23	Twitter for iPhone	0	0	
524	"RT @PolizeiBerlin_E: Über 100 Erwachsene und Kinder trafen sich heute Nachmittag im Strandbad #Müggelsee.
Mit dieser Schnapsidee sind die V…"	Ralf Kornetzki	140	1241501667381690368	2020-03-21 23:07:18	Twitter for Android	0	1357	
525	RT @PolizeiBerlin_E: Wir haben weiterhin die Aufgabe, die Einhaltung der Verordnung zu kontrollieren - besonders um Menschen vor denen zu s…	Montezumack Ghino	140	1241501650495430656	2020-03-21 23:07:14	Twitter for Android	0	37	
526	"RT @PolizeiBerlin_E: Über 100 Erwachsene und Kinder trafen sich heute Nachmittag im Strandbad #Müggelsee.
Mit dieser Schnapsidee sind die V…"	Montezumack Ghino	140	1241501633936269313	2020-03-21 23:07:10	Twitter for Android	0	1357	
527	"Analyse und Vorhersage Coronavirus Deutschland bis 19.04
Mittelwert: 81 MIO Fälle
Median 25 MIO Fälle
Szenario (15%… https://t.co/Cf0JvQpbLs"	Bjoern Blomquist	140	1241501633512603648	2020-03-21 23:07:10	Twitter Web App	1	0	
528	RT @ZDFheute: Es wird immer deutlicher, dass auch viele jüngere Menschen schwer an an Corona erkranken. Die @WHO warnt eindringlich und ruf…	Dirk Volkmann	140	1241501628634669058	2020-03-21 23:07:08	Twitter for Android	0	919	
529	"RT @dunjahayali: „Hunde gehen immer“, sagt man. 

Vielleicht kommt es so ja auch beim letzten Beratungsresistent an....  

🤗 1000 Dank an a…"	Markus Burger	140	1241501627502084097	2020-03-21 23:07:08	Twitter for Android	0	701	
530	RT @MDRAktuell: Russland schickt Italien medizinische und personelle Hilfe. Der Kreml stellt nach eigenen Angaben auf Bitten Italiens Schut…	SpookyMoth	140	1241501622100004866	2020-03-21 23:07:07	TweetDeck	0	222	
531	RT @watch_union: Der Albtraum aller ÄrztInnen angesichts #Coronavirus #covid19: in #SanktWendel (#Saarland) musste das #Marienkrankenhaus d…	christiandenkt	140	1241501509520687109	2020-03-21 23:06:40	Twitter for Android	0	31	
532	RT @ZDFheute: Es wird immer deutlicher, dass auch viele jüngere Menschen schwer an an Corona erkranken. Die @WHO warnt eindringlich und ruf…	Andie Hoffmann	140	1241501508233027585	2020-03-21 23:06:40	Twitter for Android	0	919	
533	"RT @PolizeiBerlin_E: #Infotweet
Wenn sich Personen verbotenerweise in einer kleinen #wedding​er Kneipe aufhalten, nicht auf unsere Kolleg.…"	Disfosgen	139	1241501507121491968	2020-03-21 23:06:39	Twitter for iPhone	0	176	
534	"RT @BMBF_Bund: 48h für eine bessere Gesellschaft in der #COVID19 -Krise. 
Gefragt sind für den #Hackathon der #Bundesregierung ✅ Programmie…"	Doris Arianna Ahlgrimm	140	1241501506425294853	2020-03-21 23:06:39	Twitter for iPhone	0	503	
535	RT @IngoSalmen: Die gute Nachricht: Die Zahl der stationären  #COVID19-Patienten in #Berlin ist gesunken. Alle registrierten #Coronavirus-F…	Horst R.	140	1241501491925585921	2020-03-21 23:06:36	Twitter for iPhone	0	29	
536	RT @bpol_air_fra: Wir würden es natürlich etwas angemessener formulieren, aber dieses Fundstück einer Streife im Terminal 1 am #Flughafen #…	Daughter Zhivago ⭐⭐	140	1241501483025272832	2020-03-21 23:06:34	Twitter for Android	0	184	
537	RT @junomaerz: Heute ist der internationale Tag gegen Rassismus. Auch in Krisenzeiten ist es wichtig ein Zeichen zu setzen. Geplante Verans…	Gerd Miedthank🏳️‍🌈🇪🇺	140	1241501482421309443	2020-03-21 23:06:34	Twitter Web App	0	4	
538	RT @SHV_FSSF: Geburten finden auch in #Pandemien statt. Auch bei #COVID19. Frauen werden schnell nach der Geburt aus dem Spital entlassen u…	Juan Corleone	140	1241501474850516997	2020-03-21 23:06:32	Twitter for Android	0	8	
539	"@jidibix #covid19_bremsen
#covid19_de
#COVID19 
.. wobei die deutsche Klopapierherstellung den Bedarf decken kann,… https://t.co/kQ1n5L4qJy"	Daniel Düsentrieb	139	1241501446111199235	2020-03-21 23:06:25	Twitter Web App	0	0	
540	RT @HAMBURGonline: #Coronavirus Eure Twitter Meinung ist gefragt. Leider erkennen viele nicht, wie gefährlich das #COVID19 und deren Anstec…	HAMBURG ONLINE 🌐 @HAMBURGonline News aus Hamburg	140	1241501373285400577	2020-03-21 23:06:08	Twitter for Android	0	52	
541	"RT @lipsandskin: Niemand, der klar bei Verstand ist, will für sich oder seine Nächsten eine invasive Beatmung im KH riskieren. Niemand: ""Th…"	Theresia Liebs	140	1241501356390825984	2020-03-21 23:06:04	Twitter Web App	0	24	
542	"RT @PolizeiBerlin_E: Über 100 Erwachsene und Kinder trafen sich heute Nachmittag im Strandbad #Müggelsee.
Mit dieser Schnapsidee sind die V…"	Downhill4Life	140	1241501344357376000	2020-03-21 23:06:01	Twitter Web App	0	1357	
543	RT @handelsblatt: Mini-Firmen und Solo-Selbstständige müssen durch die Coronakrise mit Belastungen rechnen. Auch ihnen will die Bundesregie…	KANSAAS	140	1241501332529393665	2020-03-21 23:05:58	Twitter for Android	0	2	
544	"RT @caglaronbasi: Wie kann man richtig Hände waschen? 
Warum sollte man mindestens 20 Sekunden Hände waschen? 

#StayAtHome #stayhome #wirb…"	Susann Hippler	140	1241501294541537286	2020-03-21 23:05:49	Twitter for iPhone	0	676	
545	RT @maternus: Ich finde ja, Robert Habecks ökonomische Expertise in #covid19-Zeiten sollte im Lande so weit wie möglich verbreitet werden.…	rep1 🇬🇧🇺🇸🇩🇪🇮🇱	139	1241501283602710528	2020-03-21 23:05:46	Twitter for iPhone	0	245	
546	"RT @privates2Konto: Trigema - Wolfgang Grupp stellt auf Produktion von Schutzmasken um - 100.000 in der Woche. 
#Trigema produziert in Deut…"	STEPHANIE WALTER (Vogel)(Hoop)	140	1241501260328599552	2020-03-21 23:05:41	Twitter Web App	0	599	
547	RT @maternus: Ich finde ja, Robert Habecks ökonomische Expertise in #covid19-Zeiten sollte im Lande so weit wie möglich verbreitet werden.…	K. Lauer 💙🇩🇪🇺🇸🇮🇱💙 alias Harry T.	139	1241501214593990656	2020-03-21 23:05:30	Twitter Web App	0	245	
548	RT @MDRAktuell: Russland schickt Italien medizinische und personelle Hilfe. Der Kreml stellt nach eigenen Angaben auf Bitten Italiens Schut…	Дубравка	140	1241501187125510145	2020-03-21 23:05:23	Twitter for Android	0	222	
549	RT @martin_muno: Weiter heftig interessiert an #COVID19 und nicht so viel Zeit? Der @Tagesspiegel hat eine fantastische Sammlung von Grafik…	Fiete Quincke	140	1241501144322641920	2020-03-21 23:05:13	Twitter for iPad	0	15	
550	#Berlin #shutdown #lockdown #stayhome #staythefuckhome #blackandwhite #streetsofberlin #streetlife #covıd19… https://t.co/SatueoDB5U	snapshot-photography	132	1241501123099463680	2020-03-21 23:05:08	Instagram	0	0	
551	"RT @MDRAktuell: Ärzte des ""Nierenzentrums"" im Ilm-Kreis bitten die Bevölkerung um Hilfe. Ihnen fehlen Schutzmasken der Kategorien FFP2 und…"	Theresia Liebs	139	1241501089230475267	2020-03-21 23:05:00	Twitter Web App	0	275	
552	RT @DIVI_eV: #COVID19: Erste Daten für die Anzahl von Patienten sowie verfügbaren #Intensivbetten https://t.co/bC5JgJV4w0	Kathrin Hegenberg	121	1241501074424553473	2020-03-21 23:04:56	Twitter for iPhone	0	2	
553	RT @Tagesspiegel: Weil die Beatmungsplätze im #Elsass knapp werden, nehmen deutsche Kliniken schwerkranke #Coronavirus-Patienten aus #Frank…	Karin Lohrer	140	1241501067009044483	2020-03-21 23:04:55	Twitter for iPhone	0	69	
554	Mit Bekannten aus Seoul gesprochen. Im größten Krankenhaus der Stadt gibt es aktuell 1!!! #Covid_19 Patienten! In K… https://t.co/PuEmBEZDgv	Harald	140	1241501040085696512	2020-03-21 23:04:48	Twitter for iPhone	0	0	
555	"RT @PolizeiBerlin_E: Über 100 Erwachsene und Kinder trafen sich heute Nachmittag im Strandbad #Müggelsee.
Mit dieser Schnapsidee sind die V…"	NeuBerlinerin	140	1241501001783353347	2020-03-21 23:04:39	Twitter for iPad	0	1357	
556	"RT @MDRAktuell: Ärzte des ""Nierenzentrums"" im Ilm-Kreis bitten die Bevölkerung um Hilfe. Ihnen fehlen Schutzmasken der Kategorien FFP2 und…"	hundsmann	139	1241500998989905920	2020-03-21 23:04:38	Twitter Web App	0	275	
557	RT @lipsandskin: Das Problem bei #covid19 ist sicherlich, dass niemand weiß, wer Wirt ist und oft der Wirt selbst auch nicht. Selbst eine T…	Ute Schlueter - Brechtken	140	1241500962382065666	2020-03-21 23:04:30	Twitter for Android	0	13	
558	"RT @caglaronbasi: Wie kann man richtig Hände waschen? 
Warum sollte man mindestens 20 Sekunden Hände waschen? 

#StayAtHome #stayhome #wirb…"	_ella_mcbella_	140	1241500958535946242	2020-03-21 23:04:29	Twitter for Android	0	676	
559	"RT @MDRAktuell: Ärzte des ""Nierenzentrums"" im Ilm-Kreis bitten die Bevölkerung um Hilfe. Ihnen fehlen Schutzmasken der Kategorien FFP2 und…"	tapete	139	1241500953716707328	2020-03-21 23:04:27	Twitter for Android	0	275	
560	🦠 #Coronakrise – die Zeit danach: https://t.co/gplsuw9Sd2🙏 #coronavirus #covid19 #thedayafter #diezeitdanach	𝕜𝕖𝕝𝕝𝕖𝕣 ! 𝕔𝕠𝕟𝕤𝕦𝕝𝕥𝕚𝕟𝕘 🦏	108	1241500834858401796	2020-03-21 23:03:59	Twitter Web App	1	0	
561	"RT @Polizei_Ffm: ⚠ #Corona

Das ganze Land Ägypten ist durch das @rki_de heute zum Risikogebiet erklärt worden.

➡ Rückkehrer aus einem Kri…"	Holger. ✊🏼🦅	140	1241500789887184897	2020-03-21 23:03:48	Twitter for iPhone	0	47	
562	Mini-Firmen und Solo-Selbstständige müssen durch die Coronakrise mit Belastungen rechnen. Auch ihnen will die Bunde… https://t.co/09GtXIQzfz	Energie Heute	140	1241500784489115649	2020-03-21 23:03:47	GroupTweet	0	0	
563	RT @MDRAktuell: Russland schickt Italien medizinische und personelle Hilfe. Der Kreml stellt nach eigenen Angaben auf Bitten Italiens Schut…	Nicola Crow	140	1241500772526886913	2020-03-21 23:03:44	Twitter Web App	0	222	
564	RT @ZDFheute: „Wir suchen verzweifelt Krankenschwestern und Ärzte, dazu Beatmungsgeräte und Schutzkleidung“, appelliert ein Arzt in #Italie…	anna	140	1241500772367511554	2020-03-21 23:03:44	Twitter for iPhone	0	143	
565	RT @seawatchcrew: Wie nennt man das, wenn 100.000 Deutsche mit allen Mitteln nachhause gebracht werden, während 42.000 andere Menschen, in…	🦄 🦋 LunA^tic 🏳️‍🌈 🏡	139	1241500743393325058	2020-03-21 23:03:37	TweetDeck	0	168	
566	"RT @PolizeiBerlin_E: Über 100 Erwachsene und Kinder trafen sich heute Nachmittag im Strandbad #Müggelsee.
Mit dieser Schnapsidee sind die V…"	Vinzent	140	1241500683360239618	2020-03-21 23:03:23	Twitter for iPhone	0	1357	
567	Kumpel von mir sitzt in Australien fest. Der letzte Flug zurück ist gecancelt worden. Backpacker dürfen nicht mehr… https://t.co/2mSLx5TnmO	Chrischtänna !🏡!	139	1241500670240448524	2020-03-21 23:03:20	Twitter for iPhone	0	0	
568	"RT @PolizeiBerlin_E: Über 100 Erwachsene und Kinder trafen sich heute Nachmittag im Strandbad #Müggelsee.
Mit dieser Schnapsidee sind die V…"	norbertg	140	1241500647142363137	2020-03-21 23:03:14	Twitter for iPhone	0	1357	
569	RT @rbb24: 👏 Für ihren Einsatz während der #Coronakrise bekamen Ärzt*innen und Pfleger*innen heute eine Runde Applaus von Berliner Balkonen…	GermanyStefan	140	1241500632995041281	2020-03-21 23:03:11	Twitter for Android	0	47	
570	"RT @PolizeiBerlin_E: Über 100 Erwachsene und Kinder trafen sich heute Nachmittag im Strandbad #Müggelsee.
Mit dieser Schnapsidee sind die V…"	Super Farben ☦️🇩🇪🇭🇰🇬🇷🇦🇹	140	1241500625042538496	2020-03-21 23:03:09	Twitter Web App	0	1357	
571	RT @ZDFheute: Es wird immer deutlicher, dass auch viele jüngere Menschen schwer an an Corona erkranken. Die @WHO warnt eindringlich und ruf…	Mevlan V.	140	1241500584747896835	2020-03-21 23:03:00	Twitter for Android	0	919	
572	"RT @PolizeiBerlin_E: Über 100 Erwachsene und Kinder trafen sich heute Nachmittag im Strandbad #Müggelsee.
Mit dieser Schnapsidee sind die V…"	FML	140	1241500578808823817	2020-03-21 23:02:58	Twitter for iPhone	0	1357	
573	"RT @PolizeiBerlin_E: Über 100 Erwachsene und Kinder trafen sich heute Nachmittag im Strandbad #Müggelsee.
Mit dieser Schnapsidee sind die V…"	Toyota Corona 2000 Station Wagon	140	1241500573771366405	2020-03-21 23:02:57	Twitter for Android	0	1357	
574	RT @handelsblatt: Mini-Firmen und Solo-Selbstständige müssen durch die Coronakrise mit Belastungen rechnen. Auch ihnen will die Bundesregie…	@ecakir67	140	1241500551692550144	2020-03-21 23:02:52	Twitter for iPhone	0	2	
575	"RT @caglaronbasi: Wie kann man richtig Hände waschen? 
Warum sollte man mindestens 20 Sekunden Hände waschen? 

#StayAtHome #stayhome #wirb…"	Bad Salzuflen	140	1241500548890853383	2020-03-21 23:02:51	Twitter Web App	0	676	
576	"RT @MDRAktuell: Ärzte des ""Nierenzentrums"" im Ilm-Kreis bitten die Bevölkerung um Hilfe. Ihnen fehlen Schutzmasken der Kategorien FFP2 und…"	Marcel SGE	139	1241500532797292544	2020-03-21 23:02:47	Twitter for iPhone	0	275	
577	RT @Beatrix_vStorch: Auch in der #COVID19-Krise zeigen #Linksextremisten ihre geballte Menschenverachtung. Die Gesundheit von Alten und Kra…	Hilfsschüler in Aktion	140	1241500478892113920	2020-03-21 23:02:34	Twitter for iPad	0	348	
578	RT @MDRAktuell: Intensivmediziner klagen über massiven Preisanstieg bei wichtigen Medikamenten. Deutsche Gesellschaft für Anästhesiologie u…	Danniandricco	140	1241500464753119234	2020-03-21 23:02:31	Twitter Web App	0	206	
579	RT @ZDFheute: Es wird immer deutlicher, dass auch viele jüngere Menschen schwer an an Corona erkranken. Die @WHO warnt eindringlich und ruf…	ver.di WDR	140	1241500426249306114	2020-03-21 23:02:22	Twitter for iPhone	0	919	
580	"RT @caglaronbasi: Wie kann man richtig Hände waschen? 
Warum sollte man mindestens 20 Sekunden Hände waschen? 

#StayAtHome #stayhome #wirb…"	maniaku	140	1241500407576354822	2020-03-21 23:02:17	Twitter for iPhone	0	676	
581	Mini-Firmen und Solo-Selbstständige müssen durch die Coronakrise mit Belastungen rechnen. Auch ihnen will die Bunde… https://t.co/cq2G1iurrK	Handelsblatt	140	1241500401771446283	2020-03-21 23:02:16	Echobox Social	6	2	
582	"RT @MDRAktuell: Ärzte des ""Nierenzentrums"" im Ilm-Kreis bitten die Bevölkerung um Hilfe. Ihnen fehlen Schutzmasken der Kategorien FFP2 und…"	Mr.Plankton	139	1241500378543333378	2020-03-21 23:02:10	Twitter for Android	0	275	
583	RT @Tagesspiegel: In den USA ist ein #Coronavirus-Schnelltest zugelassen worden. Er liefert in 45 Minuten ein Ergebnis. Unser Liveblog zu #…	HerrMellmann	140	1241500336621223938	2020-03-21 23:02:00	Twitter Web App	0	31	
584	"RT @Amanoman1: Wir Pflegekräfte brauchen keine Klatscherei. Wir wollen auch keine Merci Schokolade &amp; warme Worte!
Wir brauchen 4000€ brutto…"	Parzival	144	1241500335673421825	2020-03-21 23:02:00	Twitter for Android	0	3378	
585	"RT @DrVanBrumms: Damit’s auch die letzten Eierköppe kapieren.
#StayAtHome #wirbleibenzuhause #COVID19 https://t.co/6IMZ84fgd9"	Bad Salzuflen	125	1241500321534402574	2020-03-21 23:01:57	Twitter Web App	0	492	
586	RT @IngoSalmen: Die gute Nachricht: Die Zahl der stationären  #COVID19-Patienten in #Berlin ist gesunken. Alle registrierten #Coronavirus-F…	Nikola John	140	1241500308745879552	2020-03-21 23:01:54	Twitter for iPhone	0	29	
587	"RT @MDRAktuell: Ärzte des ""Nierenzentrums"" im Ilm-Kreis bitten die Bevölkerung um Hilfe. Ihnen fehlen Schutzmasken der Kategorien FFP2 und…"	EigenArt	139	1241500277586440193	2020-03-21 23:01:46	Twitter for Android	0	275	
588	"RT @MDRAktuell: Ärzte des ""Nierenzentrums"" im Ilm-Kreis bitten die Bevölkerung um Hilfe. Ihnen fehlen Schutzmasken der Kategorien FFP2 und…"	Lasalle (🏡)	139	1241500210167189506	2020-03-21 23:01:30	Twitter for iPad	0	275	
589	"RT @PolizeiBerlin_E: Über 100 Erwachsene und Kinder trafen sich heute Nachmittag im Strandbad #Müggelsee.
Mit dieser Schnapsidee sind die V…"	[Dredgen] [Undying] Annette /PSN Angel_Dust-DIB-	140	1241500145340030979	2020-03-21 23:01:15	Twitter for Android	0	1357	
590	RT @ZDFheute: Es wird immer deutlicher, dass auch viele jüngere Menschen schwer an an Corona erkranken. Die @WHO warnt eindringlich und ruf…	Gerd Miedthank🏳️‍🌈🇪🇺	140	1241500088293302275	2020-03-21 23:01:01	Twitter Web App	0	919	
591	"RT @DrVanBrumms: Damit’s auch die letzten Eierköppe kapieren.
#StayAtHome #wirbleibenzuhause #COVID19 https://t.co/6IMZ84fgd9"	_ella_mcbella_	125	1241500077992095751	2020-03-21 23:00:59	Twitter for Android	0	492	
592	RT @ZDFheute: Es wird immer deutlicher, dass auch viele jüngere Menschen schwer an an Corona erkranken. Die @WHO warnt eindringlich und ruf…	Chris	140	1241500004730142720	2020-03-21 23:00:41	Twitter for iPhone	0	919	
593	"RT @Wiggsgruebbel: Unfassbar!!!

Trotz Ausgangsbeschränkung in Bayern hat der deutsche YouTuber DrachenLord seine Fans, die er selbst liebe…"	Nillekäs	140	1241499955765882883	2020-03-21 23:00:30	Twitter Web App	0	53	
594	RT @MDRAktuell: Intensivmediziner klagen über massiven Preisanstieg bei wichtigen Medikamenten. Deutsche Gesellschaft für Anästhesiologie u…	LucieK	140	1241499942956433411	2020-03-21 23:00:27	Twitter for Android	0	206	
595	"RT @groovybeatz1: Wusstet ihr dass Fluggesellschaften Geld vom Staat kriegen? Nicht nur während #covid19-Krise, sondern allgemein!

Flughaf…"	Tobak_de	140	1241499940326686721	2020-03-21 23:00:26	Twitter for Android	0	4	
596	RT @Macnotes: USA und Europa: #Apple beschafft Atemmasken für #Corona-Krise #COVID19 https://t.co/6Ei9FEZO6M https://t.co/4lrtg4lw2K	Andreas Müller	132	1241499919753584641	2020-03-21 23:00:21	Tweetbot for iΟS	0	1	
597	"Coronavirus-Liveticker. +++ 23:45 Italien schließt Unternehmen +++. 
⁦@MinPres⁩ @rivm ⁦@thierrybaudet⁩ ⁦… https://t.co/iLUWU44EEi"	iHans2m	129	1241499761347383297	2020-03-21 22:59:43	Twitter for iPhone	0	0	
598	"RT @dunjahayali: weil es wohl leider wichtig ist... corona und seine vielfältigen auswirkungen 😞
#keinegewalt #hilfe #hilfsangebote #solida…"	Anneke	140	1241499759308935169	2020-03-21 22:59:43	Twitter for iPhone	0	301	
599	RT @IngoSalmen: Die gute Nachricht: Die Zahl der stationären  #COVID19-Patienten in #Berlin ist gesunken. Alle registrierten #Coronavirus-F…	Ackermann ⚒️📚🌹	140	1241499752568631296	2020-03-21 22:59:41	Twitter Web App	0	29	
600	"Failure Is Not an Option
Machen wir es wie #Apollo13 - fahren wir unsere #Sozialkontakte herunter

#shutdowngermany… https://t.co/uNkCeIlvzZ"	😷 Der Lausbub ist zu Hause 🇪🇺	140	1241499608087478277	2020-03-21 22:59:07	Twitter Web Client	0	0	
601	"Angelo Borrelli: ""Ich möchte aber nochmals darauf hinweisen, dass wir ALLE Verstorbenen zählen, dass wir NICHT unte… https://t.co/Pp1X474ozG"	Krumbacher	140	1241499603721170944	2020-03-21 22:59:06	Twitter Web App	0	0	
602	RT @ZDFheute: Es wird immer deutlicher, dass auch viele jüngere Menschen schwer an an Corona erkranken. Die @WHO warnt eindringlich und ruf…	Anne	140	1241499594749612032	2020-03-21 22:59:03	Twitter for Android	0	919	
603	RT @Leopoldina: Die Nationalakademie Leopoldina hat eine Ad-hoc-Stellungnahme zu gesundheitspolitischen Handlungsoptionen gegen die weitere…	Anne	140	1241499452403339269	2020-03-21 22:58:30	Twitter for Android	0	170	
604	"RT @MDRAktuell: Ärzte des ""Nierenzentrums"" im Ilm-Kreis bitten die Bevölkerung um Hilfe. Ihnen fehlen Schutzmasken der Kategorien FFP2 und…"	Heiko Scholz	139	1241499448481656833	2020-03-21 22:58:29	TweetCaster for iOS	0	275	
605	RT @Andrerseits: Mit dem Projekt https://t.co/5vDKzejF9Q kannst du dein Lieblingskino während dieser schwierigen Lage unterstützen. Vor all…	Ilka Schott	140	1241499448074698754	2020-03-21 22:58:29	Twitter for Android	0	348	
606	RT @HAMBURGonline: #Coronavirus Eure Twitter Meinung ist gefragt. Leider erkennen viele nicht, wie gefährlich das #COVID19 und deren Anstec…	Adelheid Pöpping	140	1241499423986921482	2020-03-21 22:58:23	Twitter Web App	0	52	
607	RT @ZDFheute: Es wird immer deutlicher, dass auch viele jüngere Menschen schwer an an Corona erkranken. Die @WHO warnt eindringlich und ruf…	Moritz zu Hause Bleiben Müller 🇪🇺	140	1241499398938525698	2020-03-21 22:58:17	Twitter for Android	0	919	
